HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.name,Input.release_year,Input.exp_release_date,Input.developer,Input.esrb,Input.rating,Input.genres,Input.player_perspective,Input.has_multiplayer,Input.platforms,Input.available_on_steam,Input.has_linux_release,Input.has_mac_release,Answer.feedback,Answer.utterance,Approve,Reject
30Z7M1Q8UY5ZQFPM86G3O8GGS3BA84,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri May 03 00:59:26 PDT 2019,,,3DQQ64TANH7KP4P0LUJ8G34NW7VPWS,A33G1EEP3ZVBPL,Submitted,Thu May 02 12:33:11 PDT 2019,Thu May 02 12:34:12 PDT 2019,Fri May 17 12:34:12 PDT 2019,,,,61,100% (15/15),100% (15/15),100% (15/15),<b>Crysis</b>,Year: <b>2007</b>,,,,,,,,Platform: <b>Xbox</b>,,,,,"Since you seem to be a fan of Xbox games of 2007, I thought you might like Crysis too. Have you heard about the game?",,
3B9XR6P1WEGTT6QX5ODQ8990RF0BJX,3VKSEF3049J8I0MRGYDA1FNPTTX0NG,A recommending conversational response about a video game (# attributes: 3),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 19:22:25 PDT 2019,1,BatchId:3634584;OriginalHitTemplateId:920937336;,3600,432000,Wed May 08 19:22:25 PDT 2019,,,3GDTJDAPVVX3E0W5VBBALJ76ANM8MQ,A1ELPYAFO7MANS,Approved,Tue May 07 21:17:04 PDT 2019,Tue May 07 21:17:43 PDT 2019,Sun May 12 21:17:43 PDT 2019,Tue May 07 21:25:11 PDT 2019,,,39,100% (153/153),100% (153/153),100% (126/126),<b>Stronghold 2</b>,Year: <b>2005</b>,,,,,"Genres: <b>real-time strategy, simulation</b>",,,,,,,,"Have you ever heard of the real-time strategy simulation game Stronghold 2, from 2005?",,
3WJGKMRWVIUZ0PIB9SNAGVK53XTDCF,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 06 20:47:49 PDT 2019,,,3MMN5BL1W0QHD3QZJUGEU2ZVTO2M3T,A1MW021IG07IMF,Submitted,Sat May 04 21:59:17 PDT 2019,Sat May 04 22:00:15 PDT 2019,Sun May 19 22:00:15 PDT 2019,,,,58,100% (404/404),100% (404/404),100% (246/246),<b>Stronghold 2</b>,Year: <b>2005</b>,,,,,"Genres: <b>real-time strategy, simulation</b>",,,,,,,,Stronghold 2 was a real-time strategy simulator from 2005 that I myself liked. Are you familiar with it?,,
37PGLWGSJTRYRYALTJ5JVBDQ0BAKI1,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3QFUFYSY9Z1WPPHMXLHK9H7S8W8F42,A2ITJNPW1LDUN7,Submitted,Thu Apr 25 12:28:37 PDT 2019,Thu Apr 25 12:36:07 PDT 2019,Fri May 10 12:36:07 PDT 2019,,,,450,100% (334/334),100% (334/334),100% (277/277),<b>Stronghold 2</b>,,,Developer: <b>Firefly Studios</b>,,,,,,Platform: <b>PC</b>,,,,,"Do you typically like PC games? if so, you'd love Firefly Studio's Stronghold 2",,
37PGLWGSJTRYRYALTJ5JVBDQ0BAKI1,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3S06PH7KSSQIZ667JX3SNJX4MQZD1D,A1MW021IG07IMF,Submitted,Sat May 04 22:11:07 PDT 2019,Sat May 04 22:13:54 PDT 2019,Sun May 19 22:13:54 PDT 2019,,,,167,100% (404/404),100% (404/404),100% (246/246),<b>Stronghold 2</b>,,,Developer: <b>Firefly Studios</b>,,,,,,Platform: <b>PC</b>,,,,,"One of my favorite PC games made by Firefly Studios is Stronghold 2, are you familiar with it?",,
3RIHDBQ1NEJTLRZ48D0EAC4FP3QHMA,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri May 03 00:59:26 PDT 2019,,,3I7DHKZYGOMEL8LMBQ0UE9D68MR5F9,A1MW021IG07IMF,Submitted,Wed Apr 24 21:49:25 PDT 2019,Wed Apr 24 21:50:33 PDT 2019,Thu May 09 21:50:33 PDT 2019,,,,68,100% (404/404),100% (404/404),100% (246/246),<b>Stronghold 2</b>,,,,ESRB content rating: <b>T (for Teen)</b>,,"Genres: <b>real-time strategy, simulation</b>",,,,,,,,"Stronghold 2 was a T rated real-time strategy simulator that I enjoyed, have you played it?",,
3RIHDBQ1NEJTLRZ48D0EAC4FP3QHMA,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri May 03 00:59:26 PDT 2019,,,3TPZPLC3M1YNY6NCBA86B6TQYF4P3R,A33G1EEP3ZVBPL,Submitted,Thu May 02 12:48:38 PDT 2019,Thu May 02 12:49:47 PDT 2019,Fri May 17 12:49:47 PDT 2019,,,,69,100% (15/15),100% (15/15),100% (15/15),<b>Stronghold 2</b>,,,,ESRB content rating: <b>T (for Teen)</b>,,"Genres: <b>real-time strategy, simulation</b>",,,,,,,,"A Teen-rated real-time strategy, sim that I enjoyed was Stronghold 2. Have you played it?",,
3L4YG5VW9ND95HOP9OIL012NOX5DDF,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri Apr 26 00:59:21 PDT 2019,,,3GA6AFUKOPAVLPPOSX012XRZABQH3I,A2ITJNPW1LDUN7,Submitted,Thu Apr 25 12:36:24 PDT 2019,Thu Apr 25 12:36:40 PDT 2019,Fri May 10 12:36:40 PDT 2019,,,,16,100% (334/334),100% (334/334),100% (277/277),<b>Stronghold 2</b>,Year: <b>2005</b>,,Developer: <b>Firefly Studios</b>,,,,,,,,,,,"I've recently been playing this Firefly Studios game from 2005, Stronghold 2. You ever heard of it?",,
3L4YG5VW9ND95HOP9OIL012NOX5DDF,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri Apr 26 00:59:21 PDT 2019,,,3GNCZX450J9NIRMXKPNGYE7W26RPAE,A1MW021IG07IMF,Submitted,Wed Apr 24 22:14:01 PDT 2019,Wed Apr 24 22:14:55 PDT 2019,Thu May 09 22:14:55 PDT 2019,,,,54,100% (404/404),100% (404/404),100% (246/246),<b>Stronghold 2</b>,Year: <b>2005</b>,,Developer: <b>Firefly Studios</b>,,,,,,,,,,,"Of the 2005 games developed by Firefly Studios, I thought Stronghold 2 was fun. Have you played it?",,
36MUZ9VAE6NEXN2P5JT56JK8O96DE8,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 06 20:47:49 PDT 2019,,,3OXV7EAXLFCFO057WE9X56293OR364,A1MW021IG07IMF,Submitted,Sat May 04 22:53:46 PDT 2019,Sat May 04 22:54:14 PDT 2019,Sun May 19 22:54:14 PDT 2019,,,,28,100% (404/404),100% (404/404),100% (246/246),<b>Stronghold 2</b>,,,,,,,,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,,,,,"If you're looking for a PC game with multiplayer, Stronghold 2 is an option. Are you familiar with it?",,
3FI30CQHVK4H5BBQL5J1Z54V59G6BM,3VKSEF3049J8I0MRGYDA1FNPTTX0NG,A recommending conversational response about a video game (# attributes: 3),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 19:22:25 PDT 2019,1,BatchId:3634584;OriginalHitTemplateId:920937336;,3600,432000,Wed May 08 19:22:25 PDT 2019,,,3ZQIG0FLQF2XUOMW76S7MVT5IM6VWB,A1ELPYAFO7MANS,Approved,Tue May 07 19:24:08 PDT 2019,Tue May 07 19:32:30 PDT 2019,Sun May 12 19:32:30 PDT 2019,Tue May 07 21:25:11 PDT 2019,,,502,100% (153/153),100% (153/153),100% (126/126),<b>Stronghold 2</b>,,,,,,,,Has multiplayer: <b>yes</b>,Platform: <b>PC</b>,,,,,Have you heard of the multiplayer PC game Stronghold 2?,,
3MXX6RQ9EVQ5UI8MLM8NXRP6P3FP4S,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 06 20:47:49 PDT 2019,,,3VW04L3ZLUS4NDWHHQPBCZ4X7NQXXR,A1MW021IG07IMF,Submitted,Sat May 04 22:45:19 PDT 2019,Sat May 04 22:47:13 PDT 2019,Sun May 19 22:47:13 PDT 2019,,,,114,100% (404/404),100% (404/404),100% (246/246),<b>RollerCoaster Tycoon</b>,,,,,,"Genres: <b>simulation, strategy</b>",,,Platform: <b>PC</b>,,,,,"A strategy simulator for the PC that I enjoyed is RollerCoaster Tycoon, have you ever played it?",,
3WJGKMRWVIUZ0PIB9SNAGVK54G3DCS,3VKSEF3049J8I0MRGYDA1FNPTTX0NG,A recommending conversational response about a video game (# attributes: 3),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 19:22:25 PDT 2019,1,BatchId:3634584;OriginalHitTemplateId:920937336;,3600,432000,Wed May 08 19:22:25 PDT 2019,,,3JJVG1YBECJO8R966OEYVJMLVXUB5C,A1ELPYAFO7MANS,Approved,Tue May 07 19:56:04 PDT 2019,Tue May 07 19:56:31 PDT 2019,Sun May 12 19:56:31 PDT 2019,Tue May 07 21:25:11 PDT 2019,,,27,100% (153/153),100% (153/153),100% (126/126),<b>RollerCoaster Tycoon</b>,,,,,,"Genres: <b>simulation, strategy</b>",,,Platform: <b>PC</b>,,,,,I know you just got a new PC. Have you ever heard about the simulation strategy game RollerCoaster Tycoon?,,
3OJX0UFJ0ZSJJTMUJ338O5NLJCLU9P,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,39ASUFLU6YTVHD50MLZJOAJQRHFXEI,A1MW021IG07IMF,Submitted,Sat May 04 22:17:15 PDT 2019,Sat May 04 22:17:52 PDT 2019,Sun May 19 22:17:52 PDT 2019,,,,37,100% (404/404),100% (404/404),100% (246/246),<b>RollerCoaster Tycoon</b>,Year: <b>1999</b>,,,,,,,,,,Has a Linux release: <b>yes</b>,,,"And speaking of 1999 games that have Linux releases, have you ever played RollerCoaster Tycoon?",,
3OJX0UFJ0ZSJJTMUJ338O5NLJCLU9P,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3JZQSN0I3RWC15A6SMJLI64VY1IFGQ,A2ITJNPW1LDUN7,Submitted,Thu Apr 25 12:38:05 PDT 2019,Thu Apr 25 12:38:18 PDT 2019,Fri May 10 12:38:18 PDT 2019,,,,13,100% (334/334),100% (334/334),100% (277/277),<b>RollerCoaster Tycoon</b>,Year: <b>1999</b>,,,,,,,,,,Has a Linux release: <b>yes</b>,,,"have you heard of RollerCoaster Tycoon? it's this older game, from 1999, and it released on Linux too so you could play it!",,
3VJ4PFXFJ3SXOCWZB9H8K0Y5PU3UA4,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 06 20:47:49 PDT 2019,,,3B1NLC6UG0IOSIZ06PFQU0IZ2YLPG3,A1MW021IG07IMF,Submitted,Sat May 04 22:16:29 PDT 2019,Sat May 04 22:17:15 PDT 2019,Sun May 19 22:17:15 PDT 2019,,,,46,100% (404/404),100% (404/404),100% (246/246),<b>RollerCoaster Tycoon</b>,,,,,,"Genres: <b>simulation, strategy</b>",Player perspective: <b>bird view</b>,,,,,,,"A bird view strategy simulator that I enjoyed is RollerCoaster Tycoon, have you heard of it?",,
356ZPKYPUH2LSPM6ATWUDGTDLNNYPY,3VKSEF3049J8I0MRGYDA1FNPTTX0NG,A recommending conversational response about a video game (# attributes: 3),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 19:22:25 PDT 2019,1,BatchId:3634584;OriginalHitTemplateId:920937336;,3600,432000,Wed May 08 19:22:25 PDT 2019,,,3Z9WI9EOZ0A1HNXVD3S0JJ81N06KHY,A1ELPYAFO7MANS,Approved,Tue May 07 20:47:30 PDT 2019,Tue May 07 20:47:56 PDT 2019,Sun May 12 20:47:56 PDT 2019,Tue May 07 21:25:11 PDT 2019,,,26,100% (153/153),100% (153/153),100% (126/126),<b>RollerCoaster Tycoon</b>,,,,,,"Genres: <b>simulation, strategy</b>",Player perspective: <b>bird view</b>,,,,,,,"Since you like bird view perspective games, I wonder if you've ever tried the simulation strategy game RollerCoaster Tycoon?",,
373L46LKP7RUM9URB1QJ7CSQDQZKJD,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 06 20:47:49 PDT 2019,,,3PEIJLRY6UFPYDRR7LTPAGQQYLIXWW,A1MW021IG07IMF,Submitted,Sat May 04 22:07:32 PDT 2019,Sat May 04 22:08:16 PDT 2019,Sun May 19 22:08:16 PDT 2019,,,,44,100% (404/404),100% (404/404),100% (246/246),<b>RollerCoaster Tycoon</b>,,,Developer: <b>MicroProse</b>,,,,,,Platform: <b>PC</b>,,,,,I think one of the most well known PC games developed by MicroProse is RollerCoaster Tycoon. Did you ever play that one?,,
3VDVA3ILID0IP6I4VLZY5K4BDBS1G0,3VKSEF3049J8I0MRGYDA1FNPTTX0NG,A recommending conversational response about a video game (# attributes: 3),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 19:22:25 PDT 2019,1,BatchId:3634584;OriginalHitTemplateId:920937336;,3600,432000,Wed May 08 19:22:25 PDT 2019,,,3MTMREQS4W4D20JYWB1BQ8FSXCCAWW,A1ELPYAFO7MANS,Approved,Tue May 07 19:50:00 PDT 2019,Tue May 07 19:50:43 PDT 2019,Sun May 12 19:50:43 PDT 2019,Tue May 07 21:25:11 PDT 2019,,,43,100% (153/153),100% (153/153),100% (126/126),<b>RollerCoaster Tycoon</b>,,,Developer: <b>MicroProse</b>,,,,,,Platform: <b>PC</b>,,,,,"Since you just updated your PC, I wonder if you've thought about trying the MicroProse game RollerCoaster Tycoon?",,
3TL87MO8CMAP1DQDDBBZ7EDD9JNFL8,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri Apr 26 00:59:21 PDT 2019,,,3PW9OPU9PR6VWW8RM8JBR060N3X21M,A1MW021IG07IMF,Submitted,Wed Apr 24 22:21:30 PDT 2019,Wed Apr 24 22:22:22 PDT 2019,Thu May 09 22:22:22 PDT 2019,,,,52,100% (404/404),100% (404/404),100% (246/246),<b>RollerCoaster Tycoon</b>,,,,,,"Genres: <b>simulation, strategy</b>",,,,,Has a Linux release: <b>yes</b>,,,"Oh, if you're interested in a strategy simulator that will run on Linux, there's always RollerCoaster Tycoon. Have you played it before?",,
3TL87MO8CMAP1DQDDBBZ7EDD9JNFL8,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:21 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri Apr 26 00:59:21 PDT 2019,,,3W8CV64QJ3LH0RE4961BTAULA3Z9HQ,A2ITJNPW1LDUN7,Submitted,Thu Apr 25 12:27:46 PDT 2019,Thu Apr 25 12:28:10 PDT 2019,Fri May 10 12:28:10 PDT 2019,,,,24,100% (334/334),100% (334/334),100% (277/277),<b>RollerCoaster Tycoon</b>,,,,,,"Genres: <b>simulation, strategy</b>",,,,,Has a Linux release: <b>yes</b>,,,You play on Linux? I think you should check out RollerCoaster Tycoon it's a really solid simulation strategy game.,,
3L84EBDQ37NPXT09TMQV8RS3SFZKKC,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Mon May 06 20:47:49 PDT 2019,,,31LM9EDVOMEYGZDOYGN1NO5KSE8NJK,A1MW021IG07IMF,Submitted,Wed Apr 24 21:50:34 PDT 2019,Wed Apr 24 21:51:34 PDT 2019,Thu May 09 21:51:34 PDT 2019,,,,60,100% (404/404),100% (404/404),100% (246/246),<b>Portal 2</b>,,,Developer: <b>Valve Corporation</b>,,,,,Has multiplayer: <b>yes</b>,,,,,,"You've mentioned enjoying the multiplayer games that have been made by Valve Corporation, have you played Portal 2 yet?",,
3XABXM4AJ1QRDVW3X2DPE8VLX478QM,3VKSEF3049J8I0MRGYDA1FNPTTX0NG,A recommending conversational response about a video game (# attributes: 3),"Write a response in a conversational context, given specific attributes about a video game, such as its name, genre and available platforms","dialog, conversation, video game, attributes, writing, entertainment, chat, conversation, creative",$0.10 ,Tue May 07 19:22:25 PDT 2019,1,BatchId:3634584;OriginalHitTemplateId:920937336;,3600,432000,Wed May 08 19:22:25 PDT 2019,,,3JC6VJ2SAC5JPH4E0AE2082FDF55A7,A1ELPYAFO7MANS,Approved,Tue May 07 19:39:14 PDT 2019,Tue May 07 19:39:33 PDT 2019,Sun May 12 19:39:33 PDT 2019,Tue May 07 21:25:12 PDT 2019,,,19,100% (153/153),100% (153/153),100% (126/126),<b>Portal 2</b>,,,Developer: <b>Valve Corporation</b>,,,,,Has multiplayer: <b>yes</b>,,,,,,I know you're into multiplayer games. Have you tried Portal 2 by Valve Corporation?,,
31N9JPQXIP3Z39K4KEFENRTFUT0HNA,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3ERMJ6L4DZEZEMRML6J47JBBXSC7MA,A1WYMR7MGOCO83,Submitted,Tue Apr 30 03:22:03 PDT 2019,Tue Apr 30 03:23:59 PDT 2019,Wed May 15 03:23:59 PDT 2019,,,,116,100% (9/9),100% (9/9),100% (9/9),<b>Portal 2</b>,,,,,,"Genres: <b>platformer, puzzle, shooter</b>",Player perspective: <b>first person</b>,,,,,,,"I know you're into the platformer, puzzle, shooter genre and like first person titles. Have you played Portal 2?",,
31N9JPQXIP3Z39K4KEFENRTFUT0HNA,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Sun May 05 00:59:26 PDT 2019,,,3VA45EW49O9933XW96H8YD93Q46O1L,A1MW021IG07IMF,Submitted,Sat May 04 22:52:22 PDT 2019,Sat May 04 22:53:01 PDT 2019,Sun May 19 22:53:01 PDT 2019,,,,39,100% (404/404),100% (404/404),100% (246/246),<b>Portal 2</b>,,,,,,"Genres: <b>platformer, puzzle, shooter</b>",Player perspective: <b>first person</b>,,,,,,,"A good first person shooter with both puzzle and platforming elements is Portal 2, have you played it before?",,
3EPG8DX9LKBNQ1CMZRRX2JVKPZAP5X,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri May 03 00:59:26 PDT 2019,,,35H6S234SBMI2FSBAXXQK30TH6556R,A33G1EEP3ZVBPL,Submitted,Thu May 02 12:46:59 PDT 2019,Thu May 02 12:48:37 PDT 2019,Fri May 17 12:48:37 PDT 2019,,,,98,100% (15/15),100% (15/15),100% (15/15),<b>Portal 2</b>,,,,ESRB content rating: <b>E 10+ (for Everyone 10 and Older)</b>,,,,Has multiplayer: <b>yes</b>,,,,,,"Speaking of multiplayer games suitable for Everyone 10 and older, have you heard of Portal 2?",,
3EPG8DX9LKBNQ1CMZRRX2JVKPZAP5X,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Fri May 03 00:59:26 PDT 2019,,,3U4J9857OFX3VVNPUHTVT30HK077BX,A2ITJNPW1LDUN7,Submitted,Thu Apr 25 12:36:57 PDT 2019,Thu Apr 25 12:37:10 PDT 2019,Fri May 10 12:37:10 PDT 2019,,,,13,100% (334/334),100% (334/334),100% (277/277),<b>Portal 2</b>,,,,ESRB content rating: <b>E 10+ (for Everyone 10 and Older)</b>,,,,Has multiplayer: <b>yes</b>,,,,,,"oh, do you know about Portal 2? it's this amazing multiplayer E10+ game from Valve.",,
3B6F54KMR2XLFBRVQLTFUYNE03CS1Y,3BHRGUFAI9IPS59C0ANGVAZWPHXCSS,Write a conversational response about a video game based on its given attributes and context (type: recommend; attributes: 3),"Produce a dialogic utterance given specific attributes about a video game, such as its name, genre and available platforms","dialog, video game, attributes, writing, entertainment, chat, conversation, creative",$0.08 ,Tue Apr 23 00:59:22 PDT 2019,2,BatchId:3617191;OriginalHitTemplateId:920937336;,3600,1296000,Wed May 01 00:59:26 PDT 2019,,,382M9COHEI1309B5HGOW43KMV2DUE6,A1MW021IG07IMF,Submitted,Wed Apr 24 22:06:22 PDT 2019,Wed Apr 24 22:07:05 PDT 2019,Thu May 09 22:07:05 PDT 2019,,,,43,100% (404/404),100% (404/404),100% (246/246),<b>Portal 2</b>,,,Developer: <b>Valve Corporation</b>,,,,,,Platform: <b>PlayStation</b>,,,,,"Speaking of PlayStation games made by Valve Corporation, have you ever played Portal 2?",,
